square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 102
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,2459.528686800011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.512784599996,2459.528686800011,2459.528686800011,2460.012066299998,2460.0287428999727,2462.512098700012,2462.51231489997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,2462.528540900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.5130885999824,2462.528540900006,2462.528540900006,2463.012073699996,2463.0287449999887,2465.511976400012,2465.512141799991,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,2465.5285338000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465.512942099973,2465.5285338000103,2465.5285338000103,2466.0120030999824,2466.028762300004,2468.511861600011,2468.512042999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,2468.5286392999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468.512757199962,2468.5286392999988,2468.5286392999988,2469.011859399994,2469.028412999964,2471.51187279998,2471.512049699988,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,2471.528488700016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471.5127743999765,2471.528488700016,2471.528488700016,2472.011842099979,2472.028476799984,2474.511776,2474.511945200007,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,2474.5284599999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.5126952000137,2474.5284599999723,2474.5284599999723,2475.011790799996,2475.028251700016,2477.5117215999926,2477.51190339998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,2477.5282183999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477.51261060001,2477.5282183999952,2477.5282183999952,2478.011594600015,2478.028457000008,2480.5115786000097,2480.511703599972,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,2480.5280864999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480.5121609999624,2480.5280864999804,2480.5280864999804,2481.01162059998,2481.0282828999625,2483.511582199979,2483.5117517999897,space,1.0,0.4534577000304125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,2483.5282841999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483.5125919999846,2483.5282841999724,2483.5282841999724,2484.0116116999707,2484.028250600008,2486.5116022000147,2486.511826599977,space,1.0,0.7936790999956429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,2486.528114899964,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486.5127072999894,2486.528114899964,2486.528114899964,2487.011484399991,2487.028134399996,2489.5115980999835,2489.511772799975,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,2489.528092399967,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.512443200016,2489.528092399967,2489.528092399967,2490.0114875000145,2490.028171699989,2492.511455700005,2492.5115914999915,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,2492.527990500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492.511995399982,2492.527990500006,2492.527990500006,2493.0112952000054,2493.0279513999994,2495.511532000004,2495.5117563999665,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,2495.527966900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.5125498000125,2495.527966900001,2495.527966900001,2496.011359899974,2496.028052900016,2498.511456100008,2498.5116818999813,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,2498.527980099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498.5124417000043,2498.527980099985,2498.527980099985,2499.011237699975,2499.0279807999905,2501.5114012999984,2501.511653499998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,2501.527835999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.51247039999,2501.527835999994,2501.527835999994,2502.0112391999864,2502.027786899969,2504.5113054999674,2504.5115011000016,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,2504.5277568999736,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.5121477999783,2504.5277568999736,2504.5277568999736,2505.011160999973,2505.0278688000108,2507.5111651000043,2507.5113459999848,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,26.0,26.0,26.0,,,,,,,,,2507.5277955999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507.5120543999656,2507.5277955999773,2507.5277955999773,2508.0111187,2508.027932999976,2510.5111028999963,2510.5112834999745,space,1.0,0.3353725000051781,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
1.0,"[-0.64, 0.4]",None,0.0,27.0,27.0,27.0,,,,,,,,,2510.527874099993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.5121273999976,2510.527874099993,2510.527874099993,2511.0111519999627,2511.027782199992,2513.5109987999604,2513.51118880001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
3.0,"[0, 0.2]",None,0.0,28.0,28.0,28.0,,,,,,,,,2513.527728899993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.511880999984,2513.527728899993,2513.527728899993,2514.011000699975,2514.0276055999857,2516.511064499995,2516.511255899997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
9.0,"[0.2, -0.1]",None,0.0,29.0,29.0,29.0,,,,,,,,,2516.5276226999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.5120192999893,2516.5276226999995,2516.5276226999995,2517.0109577999974,2517.0276666999853,2519.511043800012,2519.5112198000134,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
8.0,"[-0.2, -0.1]",None,0.0,30.0,30.0,30.0,,,,,,,,,2519.5276197999774,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.511930700013,2519.5276197999774,2519.5276197999774,2520.010952100012,2520.027521299984,2522.5109866999846,2522.5111659000104,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
12.0,"[0.64, -0.4]",None,0.0,31.0,31.0,31.0,,,,,,,,,2522.5277108999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.5118587999896,2522.5277108999726,2522.5277108999726,2523.010816099966,2523.027548400016,2525.5108148000145,2525.5109811,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
9.0,"[0.2, -0.1]",None,0.0,32.0,32.0,32.0,,,,,,,,,2525.527358499967,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.511635999981,2525.527358499967,2525.527358499967,2526.0108114999894,2526.027509300009,2528.5108281,2528.5110200000054,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,33.0,33.0,33.0,,,,,,,,,2528.5275758999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.511741699971,2528.5275758999924,2528.5275758999924,2529.0107708999712,2529.0275412999617,2531.5108148000145,2531.511017599987,space,1.0,0.3805339999962598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
7.0,"[0.3, 0]",None,0.0,34.0,34.0,34.0,,,,,,,,,2531.52735889997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.5119581999897,2531.52735889997,2531.52735889997,2532.0108910000126,2532.027334799961,2534.51071719997,2534.5109200000006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,2534.5275534999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534.5116883999726,2534.5275534999964,2534.5275534999964,2535.0106685000064,2535.027350499964,2537.510603299976,2537.5107542999613,space,1.0,0.4183098000357859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,2537.527247399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5115312999988,2537.527247399994,2537.527247399994,2538.0108147000137,2538.027352699981,2540.510496299976,2540.510746999964,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,2540.527159499965,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.5114650999603,2540.527159499965,2540.527159499965,2541.0104792999628,2541.027250999963,2543.51062549997,2543.510814500012,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,2543.5271790999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.511525500013,2543.5271790999977,2543.5271790999977,2544.0104892999807,2544.026997900015,2546.510468199994,2546.510663999972,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,2546.5272076999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546.511496299965,2546.5272076999827,2546.5272076999827,2547.010369399999,2547.027062299981,2549.5106000000087,2549.510809599975,space,1.0,0.4158321000286378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.5116086000053,2549.5271739000164,2549.5271739000164,2596.844207899965,space,47.30704799998784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,2597.8595694999967,,,,,,,,,,,,,,,,,,,,,,,,2596.844242799998,2596.8594915999856,2597.8595694999967,2597.84366709998,,,,,,,,,,,,,,,,,,,2597.8549182999704,2597.8595694999967,2597.8595694999967,2598.359552699985,2598.359552699985,2600.8595744999766,2600.8595744999766,2600.843902099965,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,2600.8595744999766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.8449158000003,2600.8595744999766,2600.8595744999766,2601.359626499965,2601.359626499965,2603.8595296999847,2603.8595296999847,2603.8438354999817,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,2603.8595296999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603.84466219999,2603.8595296999847,2603.8595296999847,2604.359715800005,2604.359715800005,2606.8593775999907,2606.8593775999907,2606.843206299964,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,2606.8593775999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606.843687100016,2606.8593775999907,2606.8593775999907,2607.359406399977,2607.359406399977,2609.85944239996,2609.85944239996,2609.8430176999827,space,1.0,0.2909438000060618,None,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,2609.85944239996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.843461499986,2609.85944239996,2609.85944239996,2610.3594486000075,2610.3594486000075,2612.859358100017,2612.859358100017,2612.8438964999805,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,2612.859358100017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.8447312999924,2612.859358100017,2612.859358100017,2613.359471600008,2613.359471600008,2615.8593026000017,2615.8593026000017,2615.8437127999787,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,nback35,1.0,2023-12-18_15h48.45.427,untitled,2023.2.3,60.02123551411256,2023-12-18 16h21.44.030381 -0500,
