square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,"[0.2, -0.1]",None,,,,,,,,,0.0,3.0,3.0,3.0,1973.0784292000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0627137999984,1973.0784292000023,1973.0784292000023,1973.578444500003,1973.578444500003,1976.0784743999973,1976.0784743999973,1976.0621447000008,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,4.0,4.0,4.0,1976.0784743999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0624904,1976.0784743999973,1976.0784743999973,1976.578431300004,1976.578431300004,1979.0785034,1979.0785034,1979.0620357000007,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0.0,5.0,5.0,5.0,1979.0785034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0623853,1979.0785034,1979.0785034,1979.5784496999984,1979.5784496999984,1982.078290699996,1982.078290699996,1982.061899399996,space,1.0,0.6006113999901572,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,6.0,6.0,6.0,1982.078290699996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0624326999969,1982.078290699996,1982.078290699996,1982.5783607000049,1982.5783607000049,1985.0783278000015,1985.0783278000015,1985.0622741999975,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,7.0,7.0,7.0,1985.0783278000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.0626316999987,1985.0783278000015,1985.0783278000015,1985.578271099992,1985.578271099992,1988.0783173999955,1988.0783173999955,1988.061826499994,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,8.0,8.0,8.0,1988.0783173999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.0621501999997,1988.0783173999955,1988.0783173999955,1988.578352800003,1988.578352800003,1991.078145099993,1991.078145099993,1991.0619827000048,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0.0,9.0,9.0,9.0,1991.078145099993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.062378699993,1991.078145099993,1991.078145099993,1991.5781869000057,1991.5781869000057,1994.0780908000013,1994.0780908000013,1994.0617918000064,space,1.0,0.7821068000048399,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,10.0,10.0,10.0,1994.0780908000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.0621888000023,1994.0780908000013,1994.0780908000013,1994.578146800006,1994.578146800006,1997.0779941999936,1997.0779941999936,1997.0617648000043,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,11.0,11.0,11.0,1997.0779941999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0621002999976,1997.0779941999936,1997.0779941999936,1997.578072000004,1997.578072000004,2000.078109800001,2000.078109800001,2000.0617025999964,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,12.0,12.0,12.0,2000.078109800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0620749999944,2000.078109800001,2000.078109800001,2000.578019499997,2000.578019499997,2003.0779735999968,2003.0779735999968,2003.0617083999969,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0.0,13.0,13.0,13.0,2003.0779735999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0620520999944,2003.0779735999968,2003.0779735999968,2003.578024699993,2003.578024699993,2006.077939499999,2006.077939499999,2006.061650899996,space,1.0,0.7063951000018278,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,14.0,14.0,14.0,2006.077939499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.062067699997,2006.077939499999,2006.077939499999,2006.577892500005,2006.577892500005,2009.077909899992,2009.077909899992,2009.0617234999957,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,15.0,15.0,15.0,2009.077909899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.062104900004,2009.077909899992,2009.077909899992,2009.5782099999924,2009.5782099999924,2012.077791699994,2012.077791699994,2012.061631100005,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,16.0,16.0,16.0,2012.077791699994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0619961000048,2012.077791699994,2012.077791699994,2012.5778853999943,2012.5778853999943,2015.0779847999947,2015.0779847999947,2015.0615128000063,space,1.0,0.6646957000048133,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,17.0,17.0,17.0,2015.0779847999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.061905800001,2015.0779847999947,2015.0779847999947,2015.577870699999,2015.577870699999,2018.0778183999937,2018.0778183999937,2018.0614841999925,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0.0,18.0,18.0,18.0,2018.0778183999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.061816699992,2018.0778183999937,2018.0778183999937,2018.577703300005,2018.577703300005,2021.077738699998,2021.077738699998,2021.061517299997,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,2021.077738699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.061835600005,2021.077738699998,2021.077738699998,2021.5776349999944,2021.5776349999944,2024.0775432999944,2024.0775432999944,2024.0614115000064,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,2024.0775432999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.061746899999,2024.0775432999944,2024.0775432999944,2024.577541599996,2024.577541599996,2027.077604799997,2027.077604799997,2027.061348999996,space,0.0,0.5771475999936229,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,2027.077604799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0617230999924,2027.077604799997,2027.077604799997,2027.5776218999963,2027.5776218999963,2030.0775720999957,2030.0775720999957,2030.0613894999988,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,2030.0775720999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0617411999992,2030.0775720999957,2030.0775720999957,2030.5775479000004,2030.5775479000004,2033.0774485,2033.0774485,2033.061303399998,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,2033.0774485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.061629100004,2033.0774485,2033.0774485,2033.5774761999928,2033.5774761999928,2036.077408600002,2036.077408600002,2036.061145,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,2036.077408600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.0615203000048,2036.077408600002,2036.077408600002,2036.5774502999996,2036.5774502999996,2039.0774400999944,2039.0774400999944,2039.061211799999,space,1.0,0.817653700010851,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,2039.0774400999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.061640400003,2039.0774400999944,2039.0774400999944,2039.577338300005,2039.577338300005,2042.0772709000007,2042.0772709000007,2042.061267900004,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,2042.0772709000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.0616597000044,2042.0772709000007,2042.0772709000007,2042.5772679999936,2042.5772679999936,2045.0772434999965,2045.0772434999965,2045.0610795999964,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,2045.0772434999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.0614229000057,2045.0772434999965,2045.0772434999965,2045.5773716999972,2045.5773716999972,2048.077244400003,2048.077244400003,2048.0613091999985,space,1.0,0.6180230000027223,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,2048.077244400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.061715100004,2048.077244400003,2048.077244400003,2048.577231999996,2048.577231999996,2051.077147899996,2051.077147899996,2051.0609558,space,0.0,0.7792602000117768,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,2051.077147899996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.061332800004,2051.077147899996,2051.077147899996,2051.577156800005,2051.577156800005,2054.0771262000053,2054.0771262000053,2054.060911599998,space,0.0,1.0482859000039753,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,2054.0771262000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054.0613054999994,2054.0771262000053,2054.0771262000053,2054.5771531999926,2054.5771531999926,2057.0770062999945,2057.0770062999945,2057.060788799994,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,2057.0770062999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057.061110900002,2057.0770062999945,2057.0770062999945,2057.577031599998,2057.577031599998,2060.0771316000028,2060.0771316000028,2060.060679599992,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,2060.0771316000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060.061031399993,2060.0771316000028,2060.0771316000028,2060.577238400001,2060.577238400001,2063.0769494999986,2063.0769494999986,2063.060797300001,space,1.0,0.4041810999915469,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,2063.0769494999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.061191400004,2063.0769494999986,2063.0769494999986,2063.576937699996,2063.576937699996,2066.0768895999936,2066.0768895999936,2066.060525299996,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,2066.0768895999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066.060877099997,2066.0768895999936,2066.0768895999936,2066.576985499996,2066.576985499996,2069.0769478,2069.0769478,2069.0607135000027,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,2069.0769478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.0612530999933,2069.0769478,2069.0769478,2069.5769917,2069.5769917,2072.0768312,2072.0768312,2072.0605123999994,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,2072.0768312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.060832499992,2072.0768312,2072.0768312,2072.5768255000003,2072.5768255000003,2075.0768318000046,2075.0768318000046,2075.0605710999957,space,1.0,1.5763869999937017,None,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,2075.0768318000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.060945999998,2075.0768318000046,2075.0768318000046,2075.576940999992,2075.576940999992,2078.076648000002,2078.076648000002,2078.060488999996,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,2078.076648000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078.060847899993,2078.076648000002,2078.076648000002,2078.576740399993,2078.576740399993,2081.076685399996,2081.076685399996,2081.060566800006,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,2081.076685399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.060905399994,2081.076685399996,2081.076685399996,2081.5767880000058,2081.5767880000058,2084.076786299993,2084.076786299993,2084.060400699993,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.0606379999954,2084.076786299993,2087.076596999992,2087.0604527999967,,,,,,,,
