square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,target_square_0.stopped,fixation_0.started,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,"[0.3, 0]",None,,,,,,,,,0.0,8.0,8.0,8.0,331.35858010000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.3434925000038,331.35858010000084,331.35858010000084,331.85854560000007,331.85854560000007,334.3585896000004,334.3585896000004,334.3423131000018,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0.0,9.0,9.0,9.0,334.3585896000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.342979699999,334.3585896000004,334.3585896000004,334.8585291000054,334.8585291000054,337.35844129999896,337.35844129999896,337.34259849999944,space,1.0,0.534012399999483,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,10.0,10.0,10.0,337.35844129999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.3433600999997,337.35844129999896,337.35844129999896,337.8584467000037,337.8584467000037,340.3584660999986,340.3584660999986,340.3426655000003,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,11.0,11.0,11.0,340.3584660999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.3434025000024,340.3584660999986,340.3584660999986,340.8584209000037,340.8584209000037,343.3580984,343.3580984,343.3425283000033,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,12.0,12.0,12.0,343.3580984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.3432227000012,343.3580984,343.3580984,343.8584267000042,343.8584267000042,346.35820380000223,346.35820380000223,346.34242749999976,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0.0,13.0,13.0,13.0,346.35820380000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.3431172000055,346.35820380000223,346.35820380000223,346.85832940000546,346.85832940000546,349.35851950000506,349.35851950000506,349.3424373000016,space,1.0,0.8669886999996379,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,14.0,14.0,14.0,349.35851950000506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.34329170000274,349.35851950000506,349.35851950000506,349.858241300004,349.858241300004,352.3582768000051,352.3582768000051,352.34239670000534,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,15.0,15.0,15.0,352.3582768000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.343039600004,352.3582768000051,352.3582768000051,352.8581306000051,352.8581306000051,355.3581414,355.3581414,355.3424680000025,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,16.0,16.0,16.0,355.3581414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3432427000007,355.3581414,355.3581414,355.8582022000046,355.8582022000046,358.35796340000525,358.35796340000525,358.3425522000034,space,1.0,0.4253642999974545,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,17.0,17.0,17.0,358.35796340000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.3434918999992,358.35796340000525,358.35796340000525,358.85806700000103,358.85806700000103,361.35794510000414,361.35794510000414,361.3421585000033,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0.0,18.0,18.0,18.0,361.35794510000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.3427981999994,361.35794510000414,361.35794510000414,361.8580860000002,361.8580860000002,364.3577761999986,364.3577761999986,364.3417778000003,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,364.3577761999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3422617000033,364.3577761999986,364.3577761999986,364.8580082000044,364.8580082000044,367.35793820000254,367.35793820000254,367.3423133000033,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,367.35793820000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.3430990000052,367.35793820000254,367.35793820000254,367.8579701000053,367.8579701000053,370.3575866000028,370.3575866000028,370.34180670000205,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,370.3575866000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.342399000001,370.3575866000028,370.3575866000028,370.8578121000028,370.8578121000028,373.3578870000056,373.3578870000056,373.34195100000215,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,373.3578870000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.342573599999,373.3578870000056,373.3578870000056,373.85769560000335,373.85769560000335,376.357695300001,376.357695300001,376.3422801000052,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,376.357695300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.3431210999988,376.357695300001,376.357695300001,376.8579372000022,376.8579372000022,379.3576336000042,379.3576336000042,379.34187720000045,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,379.3576336000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3425744000051,379.3576336000042,379.3576336000042,379.85761730000377,379.85761730000377,382.3576557000051,382.3576557000051,382.3421748000037,space,1.0,0.7921567000012146,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,382.3576557000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.3432029000032,382.3576557000051,382.3576557000051,382.857657600005,382.857657600005,385.3573543000021,385.3573543000021,385.3413698000004,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,385.3573543000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.3417383000051,385.3573543000021,385.3573543000021,385.8576862000045,385.8576862000045,388.35760070000106,388.35760070000106,388.34154750000016,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,388.35760070000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.3421937000021,388.35760070000106,388.35760070000106,388.85745410000527,388.85745410000527,391.357697200001,391.357697200001,391.3418074000001,space,1.0,0.6192825000034645,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,391.357697200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3426464000004,391.357697200001,391.357697200001,391.857657600005,391.857657600005,394.3572712000023,394.3572712000023,394.3415169,space,0.0,1.017640300000494,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,394.3572712000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3423469000045,394.3572712000023,394.3572712000023,394.8574559000044,394.8574559000044,397.35726080000313,397.35726080000313,397.3413629999996,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,397.35726080000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.3419849999991,397.35726080000313,397.35726080000313,397.8573184000052,397.8573184000052,400.3573238000026,400.3573238000026,400.3414221999992,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,400.3573238000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.3420946000042,400.3573238000026,400.3573238000026,400.85737599999993,400.85737599999993,403.35730820000026,403.35730820000026,403.3415817999994,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,403.35730820000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.3422913000031,403.35730820000026,403.35730820000026,403.85731659999874,403.85731659999874,406.3570910000053,406.3570910000053,406.34106240000256,space,1.0,0.522550699999556,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,406.3570910000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.3416881000012,406.3570910000053,406.3570910000053,406.85734629999934,406.85734629999934,409.3570548999997,409.3570548999997,409.3412367000056,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,409.3570548999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.3418893000053,409.3570548999997,409.3570548999997,409.85707260000345,409.85707260000345,412.3570204999996,412.3570204999996,412.34139290000167,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,412.3570204999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3421120999992,412.3570204999996,412.3570204999996,412.85732760000246,412.85732760000246,415.3570924000014,415.3570924000014,415.341099199999,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,415.3570924000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3419292000035,415.3570924000014,415.3570924000014,415.85698850000335,415.85698850000335,418.3570164000048,418.3570164000048,418.34088870000414,space,1.0,0.5125283999950625,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,418.3570164000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.3416455000042,418.3570164000048,418.3570164000048,418.8572631999996,418.8572631999996,421.3569290000014,421.3569290000014,421.3411057000049,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,421.3569290000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.341734900001,421.3569290000014,421.3569290000014,421.8568685999999,421.8568685999999,424.3567872000058,424.3567872000058,424.3410646000048,space,0.0,0.6093547000054969,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,424.3567872000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.34180670000205,424.3567872000058,424.3567872000058,424.857095600004,424.857095600004,427.3567021999989,427.3567021999989,427.34074910000345,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.3411244000017,427.3567021999989,430.3568302999993,430.340972900005,,,,,,,,
