square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,response_0.stopped,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,2315.6253306000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.610448100022,2315.6253306000144,2315.6253306000144,2316.1252513999934,2316.1252513999934,2318.625348600035,2318.625348600035,2318.609538300021,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,2318.625348600035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.610194500012,2318.625348600035,2318.625348600035,2319.1252013000194,2319.1252013000194,2321.6251938000205,2321.6251938000205,2321.609519299993,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,2321.6251938000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.610287800024,2321.6251938000205,2321.6251938000205,2322.125297099992,2322.125297099992,2324.624985000002,2324.624985000002,2324.6092739999876,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,2324.624985000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.6100070000393,2324.624985000002,2324.624985000002,2325.125260300003,2325.125260300003,2327.624868999992,2327.624868999992,2327.609330200008,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,2327.624868999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.6100831000367,2327.624868999992,2327.624868999992,2328.125153800007,2328.125153800007,2330.6249439000385,2330.6249439000385,2330.609111000027,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,2330.6249439000385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330.6097496,2330.6249439000385,2330.6249439000385,2331.1250487000216,2331.1250487000216,2333.6250128000393,2333.6250128000393,2333.609319600044,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,2333.6250128000393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.610059400031,2333.6250128000393,2333.6250128000393,2334.1250114000286,2334.1250114000286,2336.624884699995,2336.624884699995,2336.609313199995,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,2336.624884699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.6101531999884,2336.624884699995,2336.624884699995,2337.1248037000187,2337.1248037000187,2339.6248717000126,2339.6248717000126,2339.6093023000285,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,2339.6248717000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339.61002740002,2339.6248717000126,2339.6248717000126,2340.1247975000297,2340.1247975000297,2342.6248266000184,2342.6248266000184,2342.6088308999897,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,2342.6248266000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.609446800023,2342.6248266000184,2342.6248266000184,2343.1247913000407,2343.1247913000407,2345.6248279000283,2345.6248279000283,2345.609003300022,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,2345.6248279000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.609756699996,2345.6248279000283,2345.6248279000283,2346.1247044000193,2346.1247044000193,2348.624727700022,2348.624727700022,2348.6087518000277,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,2348.624727700022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.609328099992,2348.624727700022,2348.624727700022,2349.124705400027,2349.124705400027,2351.624588900013,2351.624588900013,2351.608860600041,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,2351.624588900013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351.6096124000032,2351.624588900013,2351.624588900013,2352.124665500014,2352.124665500014,2354.624618200003,2354.624618200003,2354.608665100008,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,2354.624618200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354.6093176000286,2354.624618200003,2354.624618200003,2355.1245281000156,2355.1245281000156,2357.62452870002,2357.62452870002,2357.608658900019,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,2357.62452870002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357.6093055999954,2357.62452870002,2357.62452870002,2358.1245474999887,2358.1245474999887,2360.6245676000253,2360.6245676000253,2360.60866170004,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,2360.6245676000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360.6093090000213,2360.6245676000253,2360.6245676000253,2361.124523500039,2361.124523500039,2363.6245119000087,2363.6245119000087,2363.6086332999985,space,0,1.2641450999653898,None,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,2363.6245119000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.6095936000347,2363.6245119000087,2363.6245119000087,2364.1244705000427,2364.1244705000427,2366.624394899991,2366.624394899991,2366.6086863999953,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,2366.624394899991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366.6095000000205,2366.624394899991,2366.624394899991,2367.124503500003,2367.124503500003,2369.624341399991,2369.624341399991,2369.608743000019,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, -0.2]",None,,,,,,,,,0,31,31,31,2369.624341399991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.6094838000135,2369.624341399991,2369.624341399991,2370.1244232000317,2370.1244232000317,2372.6243102000444,2372.6243102000444,2372.608227299992,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0,32,32,32,2372.6243102000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372.6087304000393,2372.6243102000444,2372.6243102000444,2373.1244120000047,2373.1244120000047,2375.624269400025,2375.624269400025,2375.6084790999885,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,33,33,33,2375.624269400025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.6091311000055,2375.624269400025,2375.624269400025,2376.1243333999882,2376.1243333999882,2378.6242468000273,2378.6242468000273,2378.608179300034,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,34,34,34,2378.6242468000273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378.6088514000294,2378.6242468000273,2378.6242468000273,2379.1241426999914,2379.1241426999914,2381.6242205000017,2381.6242205000017,2381.6084119000006,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.3, 0]",None,,,,,,,,,0,35,35,35,2381.6242205000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.609105899988,2381.6242205000017,2381.6242205000017,2382.1242704000324,2382.1242704000324,2384.6241882999893,2384.6241882999893,2384.608460600022,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,36,36,36,2384.6241882999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.609295000031,2384.6241882999893,2384.6241882999893,2385.1240132999956,2385.1240132999956,2387.6241062000045,2387.6241062000045,2387.6083725999924,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, -0.2]",None,,,,,,,,,0,37,37,37,2387.6241062000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387.609104900039,2387.6241062000045,2387.6241062000045,2388.1241000000155,2388.1241000000155,2390.6240742999944,2390.6240742999944,2390.607884199999,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.3, 0]",None,,,,,,,,,0,38,38,38,2390.6240742999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390.6086130000185,2390.6240742999944,2390.6240742999944,2391.12404580001,2391.12404580001,2393.623816200008,2393.623816200008,2393.6081668999977,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,39,39,39,2393.623816200008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393.6089022000087,2393.623816200008,2393.623816200008,2394.1238927000086,2394.1238927000086,2396.6239719000296,2396.6239719000296,2396.608183000004,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396.608727200015,2396.6239719000296,2399.6238716000225,2399.608277900028,,,,,,,,
