square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1485.8839759000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.86807029997,1485.8839759000111,1485.8839759000111,1486.3507697000168,1486.3841356000048,1488.8508093999699,1488.8676141999895,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1488.883985399967,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.8683980000205,1488.883985399967,1488.883985399967,1489.3507585999905,1489.3840158999665,1491.850661000004,1491.8675209999783,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1491.8840559999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.8682596000144,1491.8840559999808,1491.8840559999808,1492.36715559999,1492.3840061000083,1494.867305199965,1494.8674930999987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1494.8841705999803,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.8682352000033,1494.8841705999803,1494.8841705999803,1495.3507113999804,1495.3839758000104,1497.8506043999805,1497.867399699986,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1497.883983000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.8681905000121,1497.883983000007,1497.883983000007,1498.3671616999782,1498.3837771000108,1500.8672960000113,1500.8674960999633,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1500.8838885999867,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.8682552999817,1500.8838885999867,1500.8838885999867,1501.3670569999958,1501.3838420999818,1503.867027100001,1503.8671788999927,space,1,0.47309129999484867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1503.883717699966,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.867766899988,1503.883717699966,1503.883717699966,1504.367243500019,1504.3838102999725,1506.8669489999884,1506.8671105999965,space,1,0.5585515000275336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1506.8837171000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.8680788999773,1506.8837171000196,1506.8837171000196,1507.366983200016,1507.383703199972,1509.8670089999796,1509.867189200013,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1509.8836852000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.8679454000085,1509.8836852000095,1509.8836852000095,1510.3668650999898,1510.3835880999686,1512.8668250999763,1512.8669914999628,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,1512.8836470000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.8676447999896,1512.8836470000097,1512.8836470000097,1513.366808599967,1513.3836798999691,1515.8669965000008,1515.8671834999695,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,1515.8836565999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.867955899972,1515.8836565999663,1515.8836565999663,1516.3668253999786,1516.3836595999892,1518.8670244999812,1518.8672212999663,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,1518.8835948000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.8680206999998,1518.8835948000196,1518.8835948000196,1519.3668222000124,1519.3835223999922,1521.8669570999919,1521.867184999981,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,1521.883384899993,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.8680062000058,1521.883384899993,1521.883384899993,1522.366694599972,1522.3834252000088,1524.866915099963,1524.8671296999673,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,1524.8835428999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.8678751999978,1524.8835428999737,1524.8835428999737,1525.3667583999922,1525.3833470999962,1527.866748499975,1527.8669389999704,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,1527.8834517999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.8675134999794,1527.8834517999785,1527.8834517999785,1528.366663599969,1528.3834256000118,1530.8667968999944,1530.8669939999818,space,1,0.3699325999477878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,1530.883268799982,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.8678164000157,1530.883268799982,1530.883268799982,1531.3665928000119,1531.3834022000083,1533.8666254999698,1533.866808599967,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,1533.883358699968,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.8674391999957,1533.883358699968,1533.883358699968,1534.366615100007,1534.3832583000185,1536.8666570999776,1536.866856699984,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,1536.8831926999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.8676784000127,1536.8831926999846,1536.8831926999846,1537.3664571999689,1537.3831624999875,1539.8666838000063,1539.8668937999755,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,1539.8832035000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.8677031999687,1539.8832035000087,1539.8832035000087,1540.3665736999828,1540.3831430000137,1542.86641409999,1542.8665775000118,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,1542.8829457999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.8672057999647,1542.8829457999673,1542.8829457999673,1543.366286400007,1543.383006799966,1545.8664367999882,1545.8666099999682,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,1545.8831949000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.8672487000003,1545.8831949000014,1545.8831949000014,1546.3662799000158,1546.383782799996,1548.8664934000117,1548.8666841000086,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,1548.8831351000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.867396799964,1548.8831351000117,1548.8831351000117,1549.366418999969,1549.3830007999786,1551.8664062999887,1551.8666047999868,space,1,0.32997940003406256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,1551.8830473999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.8676246000105,1551.8830473999842,1551.8830473999842,1552.3662347999634,1552.3829460999696,1554.8662043999648,1554.8663798000198,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,1554.8830310999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.8670417999965,1554.8830310999765,1554.8830310999765,1555.3661899999715,1555.382995299995,1557.8662586999708,1557.8664734999766,space,1,0.3386430999962613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,1557.8830099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.867538099992,1557.8830099999905,1557.8830099999905,1558.366341899964,1558.3826894999947,1560.8661569000105,1560.866351899982,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,1560.8828693999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.8671115000034,1560.8828693999676,1560.8828693999676,1561.3662812999683,1561.3829563999898,1563.8661574000143,1563.8663305999944,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,1563.88286469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.866966200003,1563.88286469999,1563.88286469999,1564.366051000019,1564.3827657999936,1566.8660025999998,1566.8661750999745,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,1566.8826549999649,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.866837300011,1566.8826549999649,1566.8826549999649,1567.3658143999637,1567.3826052999939,1569.865994599997,1569.8661963000195,space,1,0.38369419996161014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.866939599975,1569.88270810002,1569.88270810002,1597.5176924999687,space,27.618091899959836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,1598.5320361999911,,,,,,,,,,,,,,,,,,,,,,,,1597.5177538999706,1597.5321889999905,1598.5320361999911,1598.515941199963,,,,,,,,,,,,,,,,,,,1598.5237961999956,1598.5320361999911,1598.5320361999911,1599.0321697000181,1599.0321697000181,1601.532041599974,1601.532041599974,1601.516430699965,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,1601.532041599974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.5175310000195,1601.532041599974,1601.532041599974,1602.0322130999994,1602.0322130999994,1604.5319237000076,1604.5319237000076,1604.5160230000038,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,1604.5319237000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.516559300013,1604.5319237000076,1604.5319237000076,1605.0317496000207,1605.0317496000207,1607.5320209999918,1607.5320209999918,1607.516057299974,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,1607.5320209999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.5167123000138,1607.5320209999918,1607.5320209999918,1608.0322501999908,1608.0322501999908,1610.531879200018,1610.531879200018,1610.5156490000081,space,1,0.8588120000204071,None,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,1610.531879200018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.5161639999715,1610.531879200018,1610.531879200018,1611.0318830999895,1611.0318830999895,1613.5319750999915,1613.5319750999915,1613.5163567999844,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,1613.5319750999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.5171774000046,1613.5319750999915,1613.5319750999915,1614.0317687999923,1614.0317687999923,1616.531956599967,1616.531956599967,1616.5158083999995,space,0,1.2129192000138573,None,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,1616.531956599967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.5165170999826,1616.531956599967,1616.531956599967,1617.0321019999683,1617.0321019999683,1619.5317783000064,1619.5317783000064,1619.5158982999856,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
9,"[0.2, -0.1]",None,,,,,0,7,7,7,,,,,1619.5317783000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.5165311999735,1619.5317783000064,1619.5317783000064,1620.0317418000195,1620.0317418000195,1622.5317550000036,1622.5317550000036,1622.5156430000206,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback38,001,2023-12-19_11h22.03.780,untitled,2023.2.3,60.01327493968806,2023-12-19 11h43.28.625539 -0500,
