square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0013679999974556267,0.0038520999951288104,0.0038520999951288104,0.0038520999951288104,1935.668629700027,space,1935.6497188999783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,1937.688500999997,,,,,,,,,,1935.668695100001,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1935.6833829000243,1936.6675628999947,1936.667594700004,1936.683219700004,1937.688500999997,1937.6675246999948,1937.6865392000182,1937.688500999997,1937.688500999997,1938.1832464000327,1938.1998502000351,1940.6832124000066,1940.6834022999974,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,1940.699747400009,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.6843611000222,1940.699747400009,1940.699747400009,1941.1833014999866,1941.1997497000266,1943.68313640001,1943.6833395999856,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,1943.699836899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.6841453000088,1943.699836899992,1943.699836899992,1944.1831120999996,1944.1996817000327,1946.683001300029,1946.683208500035,space,1,0.37177329999394715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,1946.6996691999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.68430860003,1946.6996691999957,1946.6996691999957,1947.1829975,1947.199698899989,1949.6828088000184,1949.6829696000204,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,1949.6997016000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.6835797000094,1949.6997016000096,1949.6997016000096,1950.18297850003,1950.1997069999925,1952.6829194999882,1952.6831303000217,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,1952.6996093000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.68396200001,1952.6996093000052,1952.6996093000052,1953.1829727999866,1953.199644999986,1955.6828335000318,1955.6830278999987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,1955.6995005999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.6837446000427,1955.6995005999925,1955.6995005999925,1956.1829517000006,1956.1998350000358,1958.682816400018,1958.6830047999974,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,1958.6994970000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.6837172000087,1958.6994970000233,1958.6994970000233,1959.1828180000302,1959.199545999989,1961.6827999000088,1961.6829954000423,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,1961.699470499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.6837885000277,1961.699470499996,1961.699470499996,1962.182857100037,1962.1994231000426,1964.6827223,1964.682924200024,space,1,0.4135195999988355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1964.699321800028,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.6838680999936,1964.699321800028,1964.699321800028,1965.1827854000148,1965.199437000032,1967.6827369999955,1967.6829399000271,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1967.6995051000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.683699199988,1967.6995051000267,1967.6995051000267,1968.182778300019,1968.1993293000269,1970.6825825000415,1970.6827635000227,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1970.6992931000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.6835556000005,1970.6992931000423,1970.6992931000423,1971.1827270000358,1971.1991653000005,1973.6825215000426,1973.6827000000048,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1973.699359100021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.6833653000067,1973.699359100021,1973.699359100021,1974.1825202000327,1974.199303100002,1976.6823368000332,1976.682507999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1976.6990320000332,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.6829958999879,1976.6990320000332,1976.6990320000332,1977.182484399993,1977.1990911000175,1979.6825370999868,1979.6827194000361,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1979.6990547000314,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.6835601000348,1979.6990547000314,1979.6990547000314,1980.182433000009,1980.1991127000074,1982.682558200031,1982.682754700014,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1982.6990609000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.6834771999856,1982.6990609000204,1982.6990609000204,1983.182525900018,1983.1990450000158,1985.6823617999908,1985.6825546000036,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1985.6989549000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.683294699993,1985.6989549000282,1985.6989549000282,1986.182320300024,1986.1990070000174,1988.682468199986,1988.6826795000234,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1988.6989093000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.6835495000123,1988.6989093000302,1988.6989093000302,1989.1824604999856,1989.1989119999926,1991.6823889000225,1991.6825843999977,space,1,0.4858574999962002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1991.6988342000404,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.6835174000007,1991.6988342000404,1991.6988342000404,1992.182232399995,1992.1988187000388,1994.6821136000217,1994.682276000036,space,1,0.4469965999596752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1994.6988946000347,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.6829682000098,1994.6988946000347,1994.6988946000347,1995.1822481999989,1995.1987837000052,1997.6821275000111,1997.6823213000316,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1997.6995066000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.6830727999914,1997.6995066000381,1997.6995066000381,1998.1823180000065,1998.1988343000412,2000.6821816000156,2000.6823911000392,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,2000.6988072000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.683101600036,2000.6988072000095,2000.6988072000095,2001.1821455000318,2001.198770900024,2003.681982900016,2003.6821531000314,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,2003.6986402000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.6828425000422,2003.6986402000184,2003.6986402000184,2004.1819144000183,2004.1992846000358,2006.6821016999893,2006.6823087999946,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,2006.6985727000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.6831938000396,2006.6985727000283,2006.6985727000283,2007.1820490999962,2007.1987836000044,2009.682090700022,2009.6822923999862,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,2009.6985951000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.6831017000368,2009.6985951000242,2009.6985951000242,2010.1819327000412,2010.1985269000288,2012.681962600036,2012.6821651000064,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,2012.6986081000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.6829030000372,2012.6986081000068,2012.6986081000068,2013.1818907000124,2013.198629099992,2015.6817999000195,2015.6819909000187,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,2015.6985025000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.6827046000399,2015.6985025000176,2015.6985025000176,2016.1819160000305,2016.1984607999912,2018.6817491000402,2018.6819508000044,space,1,0.41141599998809397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,2018.698405000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.682809800026,2018.698405000032,2018.698405000032,2019.18187140004,2019.1991292000166,2021.6817380000139,2021.6819418999949,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,2021.698482100037,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.6827509999857,2021.698482100037,2021.698482100037,2022.181846600026,2022.1983550000004,2024.6816951000364,2024.6818672000081,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,2024.6983178000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.682665600034,2024.6983178000082,2024.6983178000082,2025.1817530000117,2025.1983339000144,2027.6816842000117,2027.6818978000083,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,2027.6983512000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.6827115000342,2027.6983512000297,2027.6983512000297,2028.1814775000094,2028.1983086999971,2030.6815853000153,2030.6817985000089,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,2030.6983669000329,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.6826031000237,2030.6983669000329,2030.6983669000329,2031.1815279999864,2031.1983858000021,2033.6816285999957,2033.6818426999962,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,2033.6981764000375,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.6826700000092,2033.6981764000375,2033.6981764000375,2034.1815358999884,2034.198193899996,2036.6813850000035,2036.6814850000083,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback65,001,2024-01-22_10h56.39.604,untitled,2023.2.3,59.9115944545982,2024-01-22 10h56.50.396781 -0500,
