square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 101
,,,,,,,,,,,,,,,,,0.0016171999996004,0.0048160000005736,0.0048160000005736,0.0048160000005736,1451.4921885000003,space,1451.4852564000012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1453.5093414000005,,,,,,,,,,1451.4922294000007,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1451.5073685999996,1452.4915665999995,1452.4915892000008,1452.5075562000002,1453.5093414000005,1453.4917134999996,1453.5075089000002,1453.5093414000005,1453.5093414000005,1453.9906623999996,1454.0239972,1456.4908004000008,1456.5076762000008,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1456.5241638999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.5087543000009,1456.5241638999996,1456.5241638999996,1456.9906843000008,1457.0240058,1459.4906437000009,1459.5075643,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1459.5239758000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.5084207,1459.5239758000007,1459.5239758000007,1459.9905044999996,1460.0240360000007,1462.4905799999997,1462.5075663999996,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1462.5239328999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5083355000006,1462.5239328999996,1462.5239328999996,1462.9905918000004,1463.0239313000002,1465.4906708,1465.5075405999996,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1465.5238814000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.5083058,1465.5238814000004,1465.5238814000004,1466.0073766999994,1466.0239922,1468.5072275999992,1468.5074186000002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1468.5238857000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.5081692000003,1468.5238857000004,1468.5238857000004,1468.9904774000006,1469.0239466999992,1471.4903343000003,1471.5069820000008,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1471.5234922,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.5073312000004,1471.5234922,1471.5234922,1472.0071403000002,1472.0237815,1474.5071430999997,1474.5073436999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1474.5238788000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.5081334999995,1474.5238788000006,1474.5238788000006,1475.0070023999997,1475.0237679000002,1477.5070739000005,1477.5072858000003,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1477.5235611999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.5080013999996,1477.5235611999997,1477.5235611999997,1478.0070512000002,1478.0236722000009,1480.5069636000007,1480.5071783000003,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,1480.5236045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.5080254999991,1480.5236045,1480.5236045,1481.0068821999994,1481.0235931999996,1483.5068845000003,1483.5070541000005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,1483.5236655000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.5078326999992,1483.5236655000008,1483.5236655000008,1484.0067660999994,1484.0236163999998,1486.5066828,1486.5067911000006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,1486.5234892000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.5071382999995,1486.5234892000008,1486.5234892000008,1487.0068628999998,1487.0234882999994,1489.5067873999997,1489.5069798000004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,1489.5234022999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.5077256999994,1489.5234022999994,1489.5234022999994,1490.0068752999996,1490.0235481,1492.506700399999,1492.5069007000002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,1492.5235434999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.5077753999994,1492.5235434999995,1492.5235434999995,1493.0066547000006,1493.0233867000006,1495.506756299999,1495.5069346,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,1495.5233781999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.5076253000009,1495.5233781999996,1495.5233781999996,1496.0064825999998,1496.0233439000003,1498.5066418999995,1498.506829399999,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,1498.5233587000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.5075593,1498.5233587000002,1498.5233587000002,1499.0067061000009,1499.0234182000004,1501.5063859000002,1501.5064949999996,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,1501.5233332999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.506985600001,1501.5233332999996,1501.5233332999996,1502.006583800001,1502.0230929000008,1504.5064913999995,1504.5066635000005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,1504.5232379999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.5073135000002,1504.5232379999998,1504.5232379999998,1505.0064985000008,1505.0231657000004,1507.5064619000004,1507.5066693000008,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,1507.5230014000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.50749,1507.5230014000008,1507.5230014000008,1508.0065885000004,1508.0232008999992,1510.5064705000004,1510.5066717999998,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,1510.5231920000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.5074542000002,1510.5231920000006,1510.5231920000006,1511.0062218000005,1511.0229426000003,1513.5064067999992,1513.506586900001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,1513.5229622000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.5074141000005,1513.5229622000006,1513.5229622000006,1514.0063033000006,1514.023051,1516.5063592000006,1516.5065651999994,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,1516.5230890999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.507321200001,1516.5230890999992,1516.5230890999992,1517.0064213000005,1517.0228766,1519.5062954000005,1519.5064965,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,1519.5229454,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.5072629999995,1519.5229454,1519.5229454,1520.0062101000003,1520.0231112,1522.5063040000005,1522.5064798999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,1522.5228843000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.5071525999992,1522.5228843000004,1522.5228843000004,1523.0062139,1523.022825600001,1525.506217,1525.5064342999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,1525.5227603999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.5072619000002,1525.5227603999992,1525.5227603999992,1526.0062601000009,1526.0228731000009,1528.5059880000008,1528.5061361999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,1528.5228160999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.5066943000002,1528.5228160999995,1528.5228160999995,1529.0060314000002,1529.0227071000008,1531.5059722000003,1531.5061313999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,26.0,26.0,26.0,,,,,,,,,1531.5225979999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.506622700001,1531.5225979999996,1531.5225979999996,1532.0059586999996,1532.022735300001,1534.5060028000007,1534.5062199999993,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
1.0,"[-0.64, 0.4]",None,0.0,27.0,27.0,27.0,,,,,,,,,1534.5228506000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.5070462999993,1534.5228506000003,1534.5228506000003,1535.0060185000002,1535.0226365,1537.5058945,1537.5060630000007,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
3.0,"[0, 0.2]",None,0.0,28.0,28.0,28.0,,,,,,,,,1537.5226442999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.5068377999996,1537.5226442999992,1537.5226442999992,1538.0059186,1538.0226586999995,1540.5058709000004,1540.5060685999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,0.0,29.0,29.0,29.0,,,,,,,,,1540.5224933999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.5068391000004,1540.5224933999998,1540.5224933999998,1541.0059903,1541.0225766000003,1543.5059339,1543.5061313000006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
8.0,"[-0.2, -0.1]",None,0.0,30.0,30.0,30.0,,,,,,,,,1543.5224818000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.5069339,1543.5224818000006,1543.5224818000006,1544.0057938999998,1544.0225763,1546.5058258999998,1546.5060321,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
12.0,"[0.64, -0.4]",None,0.0,31.0,31.0,31.0,,,,,,,,,1546.5224784000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.5068226000003,1546.5224784000002,1546.5224784000002,1547.0059366999994,1547.0225291000006,1549.5057572000003,1549.5059743000002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,0.0,32.0,32.0,32.0,,,,,,,,,1549.522435500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.5066884999997,1549.522435500001,1549.522435500001,1550.0059098000002,1550.0223975000008,1552.5057770000003,1552.5059882999994,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,33.0,33.0,33.0,,,,,,,,,1552.5223535999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.5067094999995,1552.5223535999994,1552.5223535999994,1553.0057216999994,1553.0223540000006,1555.5057097999995,1555.5059361999993,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
7.0,"[0.3, 0]",None,0.0,34.0,34.0,34.0,,,,,,,,,1555.5223367,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.5066994000008,1555.5223367,1555.5223367,1556.0056224,1556.0223588000008,1558.5056898999992,1558.5058704999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,1558.5223105000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.5065907999997,1558.5223105000005,1558.5223105000005,1559.0055426,1559.0221332,1561.5055768000002,1561.5057498000006,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,1561.5222472000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.5064454999992,1561.5222472000005,1561.5222472000005,1562.0054462000007,1562.0220929999996,1564.5054768999998,1564.5056848000004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,1564.5221524999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.5064457000008,1564.5221524999995,1564.5221524999995,1565.0054056999998,1565.0220957,1567.5054736000002,1567.5056167999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,1567.5221884000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.5062032999997,1567.5221884000002,1567.5221884000002,1568.0056382999992,1568.022165800001,1570.5053585000005,1570.5055217999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,1570.5219971999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.506139499999,1570.5219971999995,1570.5219971999995,1571.005397500001,1571.0220690000006,1573.5053659999994,1573.5055374999993,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.5060242,1573.5221447999993,1573.5221447999993,1588.6065091,space,15.070980800001053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,1589.6215143999998,,,,,,,,,,,,,,,,,,,,,,,,1588.6065517000006,1588.6218054,1589.6215143999998,1589.6059735,,,,,,,,,,,,,,,,,1589.6162289000004,1589.6215143999998,1589.6215143999998,1590.1218682,1590.1218682,1592.6217283999997,1592.6217283999997,1592.605823,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,1592.6217283999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.606831200001,1592.6217283999997,1592.6217283999997,1593.1217524999993,1593.1217524999993,1595.6215475000008,1595.6215475000008,1595.6057997000007,space,0.0,1.030852199999572,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,1595.6215475000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.6068412999994,1595.6215475000008,1595.6215475000008,1596.1215646,1596.1215646,1598.6217049000006,1598.6217049000006,1598.6058912000008,space,0.0,0.7219482000000426,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,1598.6217049000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.6068319999997,1598.6217049000006,1598.6217049000006,1599.1216583000005,1599.1216583000005,1601.6215137,1601.6215137,1601.6055732000004,space,1.0,0.7400466000017332,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,1601.6215137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.6064105000005,1601.6215137,1601.6215137,1602.1215276999992,1602.1215276999992,1604.6214072999992,1604.6214072999992,1604.6057304999997,space,0.0,0.682064900000114,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,1604.6214072999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.6065481999997,1604.6214072999992,1604.6214072999992,1605.1214999999993,1605.1214999999993,1607.6213527,1607.6213527,1607.605527400001,space,0.0,0.7355929000004835,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,1607.6213527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.6062356000002,1607.6213527,1607.6213527,1608.1214820999994,1608.1214820999994,1610.6214268999993,1610.6214268999993,1610.6054922000003,space,0.0,0.6673683000008168,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,1610.6214268999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.6064251999996,1610.6214268999993,1610.6214268999993,1611.1214638,1611.1214638,1613.6212276000006,1613.6212276000006,1613.605147100001,space,0.0,0.8273561999994854,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
9.0,"[0.2, -0.1]",space,,,,,0.0,8.0,8.0,8.0,,,,,1613.6212276000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.605874500001,1613.6212276000006,1613.6212276000006,1614.1213406999996,1614.1213406999996,1616.6211898,1616.6211898,1616.6052825000006,space,1.0,0.9903911000001244,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,9.0,9.0,9.0,,,,,1616.6211898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.605953599999,1616.6211898,1616.6211898,1617.1211915999993,1617.1211915999993,1619.6211865000005,1619.6211865000005,1619.6053135000002,space,0.0,0.9129295000002458,None,,,,,,,,,,,,,,,,,,,,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
