square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0012567999947350472,0.0037828999920748174,0.0037828999920748174,0.0037828999920748174,19.43780909999623,space,19.424208800017368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,21.453849300014554,,,,,,,,,,19.43783490001806,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,19.453190700005507,20.437037299998337,20.437052599998424,20.453358900005696,21.453849300014554,21.437677600013558,21.451937300007557,21.453849300014554,21.453849300014554,21.936756300012348,21.953272600017954,24.43666989999474,24.45311380000203,24.43744740000693,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,24.45311380000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.438297399989096,24.45311380000203,24.45311380000203,24.936660500010476,24.953289099998074,27.43663949999609,27.45311010000296,27.43754350001109,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,27.45311010000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43955619999906,27.45311010000296,27.45311010000296,27.936453100002836,27.953129000001354,30.436462700017728,30.453109800000675,30.437223999993876,space,1,0.36509120001574047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,30.453109800000675,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.438257900008466,30.453109800000675,30.453109800000675,30.936724900006084,30.953137900010915,33.43650070001604,33.453040899999905,33.43719440000132,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,33.453040899999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.43784480000613,33.453040899999905,33.453040899999905,33.936433700000634,33.95316800000728,36.436511500010965,36.45307859999593,36.43747040000744,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,36.45307859999593,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.43830030001118,36.45307859999593,36.45307859999593,36.936399600002915,36.95293769999989,39.436341900000116,39.45313330000499,39.437361099990085,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,39.45313330000499,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.43813009999576,39.45313330000499,39.45313330000499,39.93637690000469,39.953104699990945,42.43632229999639,42.452970300015295,42.43713810000918,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,42.452970300015295,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.437888799991924,42.452970300015295,42.452970300015295,42.93633799999952,42.95313330000499,45.436196599999676,45.45283009999548,45.436880699999165,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,45.45283009999548,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43751920000068,45.45283009999548,45.45283009999548,45.9362281000067,45.95306030000211,48.43620719999308,48.452974999992875,48.43714920000639,space,1,0.39192460000049323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,48.452974999992875,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.43811750001623,48.452974999992875,48.452974999992875,48.93620070000179,48.952766600006726,51.43614169998909,51.45278240001062,51.437028999993345,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,51.45278240001062,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.43782680001459,51.45278240001062,51.45278240001062,51.936342600005446,51.95288040000014,54.43623260001186,54.452852599992184,54.43732810000074,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,54.452852599992184,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.43814700000803,54.452852599992184,54.452852599992184,54.93612679999205,54.952965200005565,57.43593120001606,57.452630100015085,57.4366576000175,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,57.452630100015085,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.43737309999415,57.452630100015085,57.452630100015085,57.95270240001264,57.95270240001264,60.45268479999504,60.45268479999504,60.43677520001074,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,60.45268479999504,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.43742609999026,60.45268479999504,60.45268479999504,60.935990400001174,60.95272400000249,63.43601599999238,63.45266340000671,63.43691210000543,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,63.45266340000671,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.43768289999571,63.45266340000671,63.45266340000671,63.95242350001354,63.95242350001354,66.45248120001634,66.45248120001634,66.43654580001021,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,66.45248120001634,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.43719359999523,66.45248120001634,66.45248120001634,66.95255240000552,66.95255240000552,69.45235820001108,69.45235820001108,69.43653700000141,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,69.45235820001108,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43715240000165,69.45235820001108,69.45235820001108,69.95240169999306,69.95240169999306,72.45254810000188,72.45254810000188,72.43657320001512,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,72.45254810000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.43730540000251,72.45254810000188,72.45254810000188,72.95236830000067,72.95236830000067,75.45247630000813,75.45247630000813,75.43652399998973,space,1,0.3640088999818545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,75.45247630000813,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.43745359999593,75.45247630000813,75.45247630000813,75.95234370001708,75.95234370001708,78.4523703000159,78.4523703000159,78.43647839999176,space,1,0.4061222999880556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,78.4523703000159,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4372493000119,78.4523703000159,78.4523703000159,78.95238729999983,78.95238729999983,81.45235800000955,81.45235800000955,81.43653370000538,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,81.45235800000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.43723830001545,81.45235800000955,81.45235800000955,81.95236049999949,81.95236049999949,84.45227310000337,84.45227310000337,84.43636130000232,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,84.45227310000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.43693039999926,84.45227310000337,84.45227310000337,84.95244910000474,84.95244910000474,87.45210339999176,87.45210339999176,87.43632420001086,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,87.45210339999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.43700050000916,87.45210339999176,87.45210339999176,87.95223719999194,87.95223719999194,90.45199339999817,90.45199339999817,90.43605230000685,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,90.45199339999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43671380000887,90.45199339999817,90.45199339999817,90.95203489999403,90.95203489999403,93.45210439999937,93.45210439999937,93.43628379999427,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,93.45210439999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43696399999317,93.45210439999937,93.45210439999937,93.95209080001223,93.95209080001223,96.4519469999941,96.4519469999941,96.43622140001389,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,96.4519469999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.43688310001744,96.4519469999941,96.4519469999941,96.951999300014,96.951999300014,99.45210270001553,99.45210270001553,99.43651920001139,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,99.45210270001553,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4373414000147,99.45210270001553,99.45210270001553,99.95203210000182,99.95203210000182,102.45205170000554,102.45205170000554,102.43601780000608,space,1,0.3790090999973472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,102.45205170000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.43676859998959,102.45205170000554,102.45205170000554,102.95189309999114,102.95189309999114,105.45190780001576,105.45190780001576,105.43622090001008,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,105.45190780001576,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4369546000089,105.45190780001576,105.45190780001576,105.95184009999502,105.95184009999502,108.45196169998962,108.45196169998962,108.43612009999924,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,108.45196169998962,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4367903000093,108.45196169998962,108.45196169998962,108.95189980001305,108.95189980001305,111.45184670001618,111.45184670001618,111.43588170001749,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,111.45184670001618,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.43647059999057,111.45184670001618,111.45184670001618,111.95191309999791,111.95191309999791,114.45187630000873,114.45187630000873,114.43591050000396,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,114.45187630000873,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.43653559999075,114.45187630000873,114.45187630000873,114.95175900001777,114.95175900001777,117.45175979999476,117.45175979999476,117.43586040000082,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,117.45175979999476,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4365567000059,117.45175979999476,117.45175979999476,117.95182600000408,117.95182600000408,120.45162649999838,120.45162649999838,120.43581460000132,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,120.45162649999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.43645110001671,120.45162649999838,120.45162649999838,120.95170040000812,120.95170040000812,123.45155470000464,123.45155470000464,123.4354389999935,space,1,0.3138500000059139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,123.45155470000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.43591560001369,123.45155470000464,123.45155470000464,123.95163540000794,123.95163540000794,126.4514310999948,126.4514310999948,126.43554470001254,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,126.4514310999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.43611189999501,126.4514310999948,126.4514310999948,126.95160880000913,126.95160880000913,129.45153320001555,129.45153320001555,129.43573759999708,space,1,0.4353633999999147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,129.45153320001555,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.43655919999583,129.45153320001555,129.45153320001555,129.95142160000978,129.95142160000978,132.45132980000926,132.45132980000926,132.43522179999854,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,132.45132980000926,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4355867000122,132.45132980000926,132.45132980000926,132.95124470000155,132.95124470000155,135.45136219999404,135.45136219999404,135.4354255000071,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,135.45136219999404,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.43605489999754,135.45136219999404,135.45136219999404,135.95144710000022,135.95144710000022,138.45138640000368,138.45138640000368,138.43584670001292,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,138.45138640000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4366474999988,138.45138640000368,138.45138640000368,138.95133889999124,138.95133889999124,141.45131350000156,141.45131350000156,141.43569939999725,space,1,0.3687481000088155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.43636120000156,141.45131350000156,141.45131350000156,157.86925479999627,space,16.40452519999235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
